form	lemma	POS	morph
'	'	PONfbl	
en	en2	PROadv	
fui	fuir	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
de	de	PRE	
sa	son4	DETpos	PERS.=3|NOMB.=s|GENRE=f|CAS=r
norrice	norrice	NOMcom	NOMB.=s|GENRE=f|CAS=r
,	,	PONfbl	
si	si	ADVgen	DEGRE=-
q	que4	CONsub	
'	'	PONfbl	
ele	il	PROper	PERS.=3|NOMB.=s|GENRE=f|CAS=n
n	ne1	ADVneg	
'	'	PONfbl	
en	en2	PROadv	
sot	savoir	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
mot	mot	NOMcom	NOMB.=s|GENRE=m|CAS=r
,	,	PONfbl	
si	si	ADVgen	DEGRE=-
s	soi1	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r
'	'	PONfbl	
en	en2	PROadv	
ala	aler	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
en	en1	PRE	
une	un	DETndf	NOMB.=s|GENRE=f|CAS=r
desertine	desertine	NOMcom	NOMB.=s|GENRE=f|CAS=r
qi	que2	PROrel	NOMB.=s|GENRE=m|CAS=n
ensus	ensus	ADVgen	DEGRE=-
de	de	PRE	
la	le	DETdef	NOMB.=s|GENRE=f|CAS=r
cité	cité	NOMcom	NOMB.=s|GENRE=f|CAS=r
estoit	estre1	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=s
pres	près	ADVgen	DEGRE=-
de	de	PRE	
.	.	PONfrt	
.	.	PONfrt	
liues	lieue	NOMcom	NOMB.=p|GENRE=f|CAS=r
.	.	PONfrt	
Si	si	ADVgen	DEGRE=-
com	come1	CONsub	
li	le	DETdef	NOMB.=s|GENRE=m|CAS=n
seinz	saint	ADJqua	NOMB.=s|GENRE=m|CAS=n|DEGRE=p
hom	ome	NOMcom	NOMB.=s|GENRE=m|CAS=n
s	soi1	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r
'	'	PONfbl	
en	en2	PROadv	
fuioit	fuir	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=s
en	en1	PRE	
tel	tel	DETind	NOMB.=s|GENRE=f|CAS=r
maniere	maniere	NOMcom	NOMB.=s|GENRE=f|CAS=r
,	,	PONfbl	
si	si	ADVgen	DEGRE=-
encontra	encontrer	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n
un	un	DETndf	NOMB.=s|GENRE=m|CAS=r
moine	moine1	NOMcom	NOMB.=s|GENRE=m|CAS=r
qi	que2	PROrel	NOMB.=s|GENRE=m|CAS=n
avoit	avoir	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=s
non	nom	NOMcom	NOMB.=s|GENRE=m|CAS=r
Romeins	romain	NOMpro	NOMB.=s|GENRE=m|CAS=n
.	.	PONfrt	
Cil	cel	PROdem	NOMB.=s|GENRE=m|CAS=n
demanda	demander	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
a	a3	PRE	
seint	saint	ADJqua	NOMB.=s|GENRE=m|CAS=r|DEGRE=p
Beneoit	Beneoit	NOMpro	NOMB.=s|GENRE=m|CAS=r
ou	où	PROint	NOMB.=s|GENRE=n|CAS=i
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n
aloit	aler	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=s
et	et	CONcoo	
q	que3	PROint	NOMB.=s|GENRE=n|CAS=r
'	'	PONfbl	
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n
queroit	querre	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=s
et	et	CONcoo	
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n
li	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=i
dist	dire	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
tote	tot	DETind	NOMB.=s|GENRE=f|CAS=r
sa	son4	DETpos	PERS.=3|NOMB.=s|GENRE=f|CAS=r
pensee	pensee	NOMcom	NOMB.=s|GENRE=f|CAS=r
.	.	PONfrt	
Qant	cant1	CONsub	
Romeins	romain	NOMpro	NOMB.=s|GENRE=m|CAS=n
l	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r
'	'	PONfbl	
oï	öir	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
et	et	CONcoo	
entendi	entendre	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
,	,	PONfbl	
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n
li	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=i
aida	aidier	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
et	et	CONcoo	
conseilla	conseillier1	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
de	de	PRE	
qanq	cant2	PROrel	NOMB.=p|GENRE=n|CAS=i
'	'	PONfbl	
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n
pot	pöoir	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
et	et	CONcoo	
sot	savoir	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
benignement	benigne	ADVgen	DEGRE=-
et	et	CONcoo	
docement	douz	ADVgen	DEGRE=-
.	.	PONfrt	
Li	le	DETdef	NOMB.=s|GENRE=m|CAS=n
bons	bon	ADJqua	NOMB.=s|GENRE=m|CAS=n|DEGRE=p
jovenceaus	jovencel	NOMcom	NOMB.=s|GENRE=m|CAS=n
ala	aler	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
tant	tant	ADVgen	DEGRE=-
qu	que4	CONsub	
'	'	PONfbl	
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n
vint	venir	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
a	a3	PRE	
un	un	DETndf	NOMB.=s|GENRE=m|CAS=r
desert	desert2	ADJqua	NOMB.=s|GENRE=m|CAS=r|DEGRE=p
leu	lieu	NOMcom	NOMB.=s|GENRE=m|CAS=r
.	.	PONfrt	
Cil	cel	DETdem	NOMB.=s|GENRE=m|CAS=n
leus	lieu	NOMcom	NOMB.=s|GENRE=m|CAS=n
estoit	estre1	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=s
Sublacus	Sublacus	NOMpro	NOMB.=s|GENRE=m|CAS=n
apelez	apeler	VERppe	NOMB.=s|GENRE=m|CAS=n
.	.	PONfrt	
Et	et	CONcoo	
bien	bien1	ADVgen	DEGRE=-
sachiez	savoir	VERcjg	MODE=imp|PERS.=2|NOMB.=p
qe	que4	CONsub	
ce	ce1	PROdem	NOMB.=s|GENRE=n|CAS=n
estoit	estre1	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=s
une	un	DETndf	NOMB.=s|GENRE=f|CAS=n
haute	haut	ADJqua	NOMB.=s|GENRE=f|CAS=n|DEGRE=p
roche	roche3	NOMcom	NOMB.=s|GENRE=f|CAS=n
en	en1	PRE	
un	un	DETndf	NOMB.=s|GENRE=m|CAS=r
grant	grant	ADJqua	NOMB.=s|GENRE=m|CAS=r|DEGRE=p
desert	desert2	NOMcom	NOMB.=s|GENRE=m|CAS=r
et	et	CONcoo	
qi	que2	PROrel	NOMB.=s|GENRE=f|CAS=i
del	de+le	PRE.DETdef	NOMB.=s|GENRE=m|CAS=r
pié	pié	NOMcom	NOMB.=s|GENRE=m|CAS=r
desoz	desoz	ADVgen	DEGRE=-
issoit	issir	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=s
eve	aigue	NOMcom	NOMB.=s|GENRE=f|CAS=r
si	si	ADVgen	DEGRE=-
grant	grant	ADJqua	NOMB.=s|GENRE=f|CAS=r|DEGRE=p
dont	dont	PROrel	NOMB.=s|GENRE=f|CAS=i
uns	un	DETndf	NOMB.=s|GENRE=m|CAS=n
lais	lais	NOMcom	NOMB.=s|GENRE=m|CAS=n
estoit	estre1	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=s
granz	grant	ADJqua	NOMB.=s|GENRE=m|CAS=n|DEGRE=p
et	et	CONcoo	
leiz	lé	ADJqua	NOMB.=s|GENRE=m|CAS=n|DEGRE=p
desoz	desoz	ADVgen	DEGRE=-
et	et	CONcoo	
de	de	PRE	
cel	cel	DETdem	NOMB.=s|GENRE=m|CAS=r
lais	lais	NOMcom	NOMB.=s|GENRE=m|CAS=r
nessoit	naistre	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=s
une	un	DETndf	NOMB.=s|GENRE=f|CAS=r
riviere	riviere	NOMcom	NOMB.=s|GENRE=f|CAS=r
.	.	PONfrt	
En	en1	PRE	
cele	cel	DETdem	NOMB.=s|GENRE=f|CAS=r
roche	roche3	NOMcom	NOMB.=s|GENRE=f|CAS=r
se	soi1	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r
mist	metre2	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
seinz	saint	ADJqua	NOMB.=s|GENRE=m|CAS=n|DEGRE=p
Beneoiz	Beneoit	NOMpro	NOMB.=s|GENRE=m|CAS=n
en	en1	PRE	
une	un	DETndf	NOMB.=s|GENRE=f|CAS=r
estroite	estroit	ADJqua	NOMB.=s|GENRE=f|CAS=r|DEGRE=p
fosse	fosse	NOMcom	NOMB.=s|GENRE=f|CAS=r
por	por2	PRE	
mener	mener	VERinf	NOMB.=x|GENRE=x|CAS=x
vie	vie1	NOMcom	NOMB.=s|GENRE=f|CAS=r
solitaire	solitaire	ADJqua	NOMB.=s|GENRE=f|CAS=r|DEGRE=p
et	et	CONcoo	
por	por2	PRE	
fere	faire	VERinf	NOMB.=x|GENRE=x|CAS=x
ses	son4	DETpos	PERS.=3|NOMB.=p|GENRE=f|CAS=r
orissons	oraison	NOMcom	NOMB.=p|GENRE=f|CAS=r
a	a3	PRE	
nostre	nostre	DETpos	PERS.=1|NOMB.=s|GENRE=m|CAS=r
Signor	seignor	NOMcom	NOMB.=s|GENRE=m|CAS=r
sanz	sans	PRE	
veoir	vëoir	VERinf	NOMB.=x|GENRE=x|CAS=x
la	le	DETdef	NOMB.=s|GENRE=f|CAS=r
vanité	vanité	NOMcom	NOMB.=s|GENRE=f|CAS=r
de	de	PRE	
cest	cest	DETdem	NOMB.=s|GENRE=m|CAS=r
monde	monde1	NOMcom	NOMB.=s|GENRE=m|CAS=r
.	.	PONfrt	
La	là	ADVgen	DEGRE=-
fu	estre1	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n
troiz	trois	ADJcar	NOMB.=p|GENRE=m|CAS=r
anz	an	NOMcom	NOMB.=p|GENRE=m|CAS=r
qe	que4	CONsub	
onques	onque	ADVneg	
ne	ne1	ADVneg	
l	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r
'	'	PONfbl	
i	i2	PROadv	
sot	savoir	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
hom	ome	NOMcom	NOMB.=s|GENRE=m|CAS=r
ne	ne2	CONcoo	
feme	feme	NOMcom	NOMB.=s|GENRE=f|CAS=r
,	,	PONfbl	
fors	fors1	ADVgen	DEGRE=-
tant	tant	ADVgen	DEGRE=-
seulement	solement	ADVgen	DEGRE=-
Romeinz	romain	NOMpro	NOMB.=s|GENRE=m|CAS=n
qi	que2	PROrel	NOMB.=s|GENRE=m|CAS=n
a	a3	PRE	
lui	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=i
avoit	avoir	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=s
parlé	parler	VERppe	NOMB.=s|GENRE=m|CAS=r
,	,	PONfbl	
si	si	ADVgen	DEGRE=-
com	come1	CONsub	
je	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=n
vos	vos	PROper	PERS.=2|NOMB.=p|GENRE=m|CAS=i
ai	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=s
devant	devant	ADVgen	DEGRE=-
dit	dire	VERppe	NOMB.=s|GENRE=n|CAS=r
.	.	PONfrt	
Cil	cel	DETdem	NOMB.=s|GENRE=m|CAS=n
Romeins	romain	NOMpro	NOMB.=s|GENRE=m|CAS=n
manoit	manoir1	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=s
iluec	iluec	ADVgen	DEGRE=-
en	en1	PRE	
une	un	DETndf	NOMB.=s|GENRE=f|CAS=r
meson	maison	NOMcom	NOMB.=s|GENRE=f|CAS=r
d	de	PRE	
'	'	PONfbl	
ordre	ordre	NOMcom	NOMB.=s|GENRE=m|CAS=r
ou	où	PROrel	NOMB.=s|GENRE=n|CAS=i
il	il	PROimp	PERS.=0|NOMB.=s|GENRE=n|CAS=n
avoit	avoir	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=s
un	un	DETndf	NOMB.=s|GENRE=m|CAS=r
abbé	abé2	NOMcom	NOMB.=s|GENRE=m|CAS=r
qi	que2	PROrel	NOMB.=s|GENRE=m|CAS=n
Deudonez	Dieudonné	NOMpro	NOMB.=s|GENRE=m|CAS=n
avoit	avoir	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=s
non	nom	NOMcom	NOMB.=s|GENRE=m|CAS=r
.	.	PONfrt	
Totes	tot	DETind	NOMB.=p|GENRE=f|CAS=r
les	le	DETdef	NOMB.=p|GENRE=f|CAS=r
heures	ore3	NOMcom	NOMB.=p|GENRE=f|CAS=r
qe	que2	PROrel	NOMB.=p|GENRE=f|CAS=r
Romeins	romain	NOMpro	NOMB.=s|GENRE=m|CAS=n
pooit	pöoir	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=s
,	,	PONfbl	
s	soi1	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r
'	'	PONfbl	
embloit	embler	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=s
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n
de	de	PRE	
sa	son4	DETpos	PERS.=3|NOMB.=s|GENRE=f|CAS=r
cheaille	chaille	NOMcom	NOMB.=s|GENRE=f|CAS=r
et	et	CONcoo	
le	le	DETdef	NOMB.=s|GENRE=m|CAS=r
pein	pain	NOMcom	NOMB.=s|GENRE=m|CAS=r
c	que2	PROrel	NOMB.=s|GENRE=m|CAS=r
'	'	PONfbl	
on	on	PROind	NOMB.=s|GENRE=n|CAS=n
li	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=i
donoit	doner	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=s
a	a3	PRE	
mengier	mangier	VERinf	NOMB.=x|GENRE=x|CAS=x
partoit	partir	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=s
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n
,	,	PONfbl	
si	si	ADVgen	DEGRE=-
le	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r
portoit	porter	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=s
a	a3	PRE	
seint	saint	ADJqua	NOMB.=s|GENRE=m|CAS=r|DEGRE=p
Beneoit	Beneoit	NOMpro	NOMB.=s|GENRE=m|CAS=r
,	,	PONfbl	
la	là	ADVgen	DEGRE=-
ou	où	PROrel	NOMB.=s|GENRE=n|CAS=i
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n
habitoit	abiter	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=s
et	et	CONcoo	
encore	encore	ADVgen	DEGRE=-
adonc	adonc	ADVgen	DEGRE=-
n	ne1	ADVneg	
'	'	PONfbl	
avoit	avoir	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=s
mie	mie	ADVneg	
voie	voie	NOMcom	NOMB.=s|GENRE=f|CAS=r
tresq	tresque1	ADVgen	DEGRE=-
'	'	PONfbl	
a	a3	PRE	
la	le	DETdef	NOMB.=s|GENRE=f|CAS=r
fosse	fosse	NOMcom	NOMB.=s|GENRE=f|CAS=r
ou	où	PROrel	NOMB.=s|GENRE=f|CAS=i
li	le	DETdef	NOMB.=s|GENRE=m|CAS=n
seinz	saint	ADJqua	NOMB.=s|GENRE=m|CAS=n|DEGRE=p
hom	ome	NOMcom	NOMB.=s|GENRE=m|CAS=n
conversoit	converser	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=s
,	,	PONfbl	
car	car	CONcoo	
la	le	DETdef	NOMB.=s|GENRE=f|CAS=n
roche	roche3	NOMcom	NOMB.=s|GENRE=f|CAS=n
estoit	estre1	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=s
si	si	ADVgen	DEGRE=-
haute	haut	ADJqua	NOMB.=s|GENRE=f|CAS=n|DEGRE=p
et	et	CONcoo	
si	si	ADVgen	DEGRE=-
droite	droit	ADJqua	NOMB.=s|GENRE=f|CAS=n|DEGRE=p
qe	que4	CONsub	
nus	nul	PROind	NOMB.=s|GENRE=m|CAS=n
n	ne1	ADVneg	
'	'	PONfbl	
i	i2	PROadv	
pooit	pöoir	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=s
monter	monter	VERinf	NOMB.=x|GENRE=x|CAS=x
devers	devers	PRE	
icele	icel	DETdem	NOMB.=s|GENRE=f|CAS=r
partie	partie	NOMcom	NOMB.=s|GENRE=f|CAS=r
,	,	PONfbl	
mes	mais1	CONcoo	
seinz	saint	ADJqua	NOMB.=s|GENRE=m|CAS=n|DEGRE=p
Beneoiz	Beneoit	NOMpro	NOMB.=s|GENRE=m|CAS=n
avoit	avoir	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=s
une	un	DETndf	NOMB.=s|GENRE=f|CAS=r
mout	mout	ADVgen	DEGRE=-
longue	lonc	ADJqua	NOMB.=s|GENRE=f|CAS=r|DEGRE=p
corde	corde	NOMcom	NOMB.=s|GENRE=f|CAS=r
qe	que2	PROrel	NOMB.=s|GENRE=f|CAS=r
Romeinz	romain	NOMpro	NOMB.=s|GENRE=m|CAS=n
li	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=i
avoit	avoir	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=s
aportee	aporter	VERppe	NOMB.=s|GENRE=f|CAS=r
.	.	PONfrt	
Cele	cel	DETdem	NOMB.=s|GENRE=f|CAS=r
corde	corde	NOMcom	NOMB.=s|GENRE=f|CAS=r
si	si	ADVgen	DEGRE=-
estoit	estre1	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=s
atachie	atachier2	VERppe	NOMB.=s|GENRE=f|CAS=n
a	a3	PRE	
l	le	DETdef	NOMB.=s|GENRE=m|CAS=r
'	'	PONfbl	
un	un	PROind	NOMB.=s|GENRE=m|CAS=r
des	de+le	PRE.DETdef	NOMB.=p|GENRE=m|CAS=r
cors	cors1	NOMcom	NOMB.=p|GENRE=m|CAS=r
et	et	CONcoo	
li	le	DETdef	NOMB.=s|GENRE=m|CAS=n
autres	autre	PROind	NOMB.=s|GENRE=m|CAS=n
venoit	venir	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=s
encontreval	encontre1	PRE	
la	le	DETdef	NOMB.=s|GENRE=f|CAS=r
roche	roche3	NOMcom	NOMB.=s|GENRE=f|CAS=r
tresq	tresque1	ADVgen	DEGRE=-
'	'	PONfbl	
a	a3	PRE	
terre	terre	NOMcom	NOMB.=s|GENRE=f|CAS=r
.	.	PONfrt	
El	en1+le	PRE.DETdef	NOMB.=s|GENRE=m|CAS=r
mi	mi2	ADVgen	DEGRE=-
leu	lieu	NOMcom	NOMB.=s|GENRE=m|CAS=r
avoit	avoir	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=s
une	un	DETndf	NOMB.=s|GENRE=f|CAS=r
cloce	cloche1	NOMcom	NOMB.=s|GENRE=f|CAS=r
atachie	atachier2	VERppe	NOMB.=s|GENRE=f|CAS=r
,	,	PONfbl	
si	si	ADVgen	DEGRE=-
qe	que4	CONsub	
,	,	PONfbl	
qant	cant1	CONsub	
Romeins	romain	NOMpro	NOMB.=s|GENRE=m|CAS=n
venoit	venir	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=s
au	a3+le	PRE.DETdef	NOMB.=s|GENRE=m|CAS=r
pié	pié	NOMcom	NOMB.=s|GENRE=m|CAS=r
de	de	PRE	
la	le	DETdef	NOMB.=s|GENRE=f|CAS=r
roche	roche3	NOMcom	NOMB.=s|GENRE=f|CAS=r
et	et	CONcoo	
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n
avoit	avoir	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=s
le	le	DETdef	NOMB.=s|GENRE=m|CAS=r
pein	pain	NOMcom	NOMB.=s|GENRE=m|CAS=r
lié	liier3	VERppe	NOMB.=s|GENRE=m|CAS=r|DEGRE=p
a	a3	PRE	
la	le	DETdef	NOMB.=s|GENRE=f|CAS=r
corde	corde	NOMcom	NOMB.=s|GENRE=f|CAS=r
,	,	PONfbl	
si	si	ADVgen	DEGRE=-
sounoit	soner	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=s
la	le	DETdef	NOMB.=s|GENRE=f|CAS=r
clochete	clochete	NOMcom	NOMB.=s|GENRE=f|CAS=r
.	.	PONfrt	
Par	par	PRE	
ce	ce1	PROdem	NOMB.=s|GENRE=n|CAS=r
savoit	savoir	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=s
seinz	saint	ADJqua	NOMB.=s|GENRE=m|CAS=n|DEGRE=p
Beneoiz	Beneoit	NOMpro	NOMB.=s|GENRE=m|CAS=n
qant	cant1	CONsub	
Romeinz	romain	NOMpro	NOMB.=s|GENRE=m|CAS=n
estoit	estre1	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=s
venuz	venir	VERppe	NOMB.=s|GENRE=m|CAS=n
a	a3	PRE	
tote	tot	DETind	NOMB.=s|GENRE=f|CAS=r
la	le	DETdef	NOMB.=s|GENRE=f|CAS=r
viande	vïande	NOMcom	NOMB.=s|GENRE=f|CAS=r
q	que2	PROrel	NOMB.=s|GENRE=f|CAS=r
'	'	PONfbl	
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n
aportoit	aporter	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=s
,	,	PONfbl	
si	si	ADVgen	DEGRE=-
la	il	PROper	PERS.=3|NOMB.=s|GENRE=f|CAS=r
treioit	traire	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=s
contremont	contremont	ADVgen	DEGRE=-
en	en1	PRE	
ceste	cest	DETdem	NOMB.=s|GENRE=f|CAS=r
maniere	maniere	NOMcom	NOMB.=s|GENRE=f|CAS=r
.	.	PONfrt	
Li	le	DETdef	NOMB.=s|GENRE=m|CAS=n
deables	dïable	NOMcom	NOMB.=s|GENRE=m|CAS=n
ot	avoir	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
de	de	PRE	
ceste	cest	DETdem	NOMB.=s|GENRE=f|CAS=r
chose	chose	NOMcom	NOMB.=s|GENRE=f|CAS=r
grant	grant	ADJqua	NOMB.=s|GENRE=f|CAS=r|DEGRE=p
envie	envie	NOMcom	NOMB.=s|GENRE=f|CAS=r
,	,	PONfbl	
car	car	CONcoo	
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n
est	estre1	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
mout	mout	ADVgen	DEGRE=-
dolenz	dolent	ADJqua	NOMB.=s|GENRE=m|CAS=n|DEGRE=p
qant	cant1	CONsub	
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n
voit	vëoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
a	a3	PRE	
nului	nul	PROind	NOMB.=s|GENRE=m|CAS=i
bien	bien1	ADVgen	DEGRE=-
fere	faire	VERinf	NOMB.=x|GENRE=x|CAS=x
.	.	PONfrt	
Por	por2	PRE	
ce	ce1	PROdem	NOMB.=s|GENRE=n|CAS=r
vint	venir	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n
un	un	DETndf	NOMB.=s|GENRE=m|CAS=r
jor	jor	NOMcom	NOMB.=s|GENRE=m|CAS=r
en	en1	PRE	
som	som2	NOMcom	NOMB.=s|GENRE=m|CAS=r
la	le	DETdef	NOMB.=s|GENRE=f|CAS=r
roche	roche3	NOMcom	NOMB.=s|GENRE=f|CAS=r
,	,	PONfbl	
si	si	ADVgen	DEGRE=-
geta	jeter	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
une	un	DETndf	NOMB.=s|GENRE=f|CAS=r
pierre	piere	NOMcom	NOMB.=s|GENRE=f|CAS=r
si	si	ADVgen	DEGRE=-
q	que4	CONsub	
'	'	PONfbl	
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n
brisa	brisier	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
la	le	DETdef	NOMB.=s|GENRE=f|CAS=r
clochete	clochete	NOMcom	NOMB.=s|GENRE=f|CAS=r
qi	que2	PROrel	NOMB.=s|GENRE=f|CAS=n
estoit	estre1	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=s
a	a3	PRE	
la	le	DETdef	NOMB.=s|GENRE=f|CAS=r
corde	corde	NOMcom	NOMB.=s|GENRE=f|CAS=r
atachie	atachier2	VERppe	NOMB.=s|GENRE=f|CAS=r
,	,	PONfbl	
mes	mais1	CONcoo	
onques	onque	ADVneg	
por	por2	PRE	
ice	ice2	DETdem	NOMB.=s|GENRE=m|CAS=r
Romeins	romain	NOMpro	NOMB.=s|GENRE=m|CAS=n
ne	ne1	ADVneg	
lessa	laissier	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
l	le	DETdef	NOMB.=s|GENRE=f|CAS=r
'	'	PONfbl	
oevre	uevre	NOMcom	NOMB.=s|GENRE=f|CAS=r
a	a3	PRE	
feire	faire	VERinf	NOMB.=x|GENRE=x|CAS=x
q	que2	PROrel	NOMB.=s|GENRE=f|CAS=r
'	'	PONfbl	
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n
avoit	avoir	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=s
acostumee	acostumer	VERppe	NOMB.=s|GENRE=f|CAS=r
,	,	PONfbl	
tant	tant	ADVgen	DEGRE=-
qe	que4	CONsub	
ce	ce1	PROdem	NOMB.=s|GENRE=n|CAS=r
vint	venir	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
a	a3	PRE	
un	un	DETndf	NOMB.=s|GENRE=m|CAS=r
jor	jor	NOMcom	NOMB.=s|GENRE=m|CAS=r
qe	que4	CONsub	
nostre	nostre	DETpos	PERS.=1|NOMB.=s|GENRE=m|CAS=n
Sires	seignor	NOMcom	NOMB.=s|GENRE=m|CAS=n
vout	voloir	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
qe	que4	CONsub	
la	le	DETdef	NOMB.=s|GENRE=f|CAS=n
vie	vie1	NOMcom	NOMB.=s|GENRE=f|CAS=n
