form	lemma	POS	morph
haut	haut	ADJqua	NOMB.=s|GENRE=m|CAS=r|DEGRE=p
martyre	martire2	NOMcom	NOMB.=s|GENRE=m|CAS=r
.	.	PONfrt	MORPH=empty
Si	si	ADVgen	DEGRE=-
com	come1	CONsub	MORPH=empty
nos	nos1	PROper	PERS.=1|NOMB.=p|GENRE=m|CAS=n
parlions	parler	VERcjg	MODE=ind|TEMPS=ipf|PERS.=1|NOMB.=p
ensi	ainsi	ADVgen	DEGRE=-
ensamble	ensemble	ADVgen	DEGRE=-
,	,	PONfbl	MORPH=empty
si	si	ADVgen	DEGRE=-
nos	nos1	PROper	PERS.=1|NOMB.=p|GENRE=m|CAS=i
dist	dire	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
l	le	OUT	MORPH=empty
'	'	PONfbl	MORPH=empty
en	on	PROind	NOMB.=s|GENRE=n|CAS=n
qe	que4	CONsub	MORPH=empty
une	un	DETndf	NOMB.=s|GENRE=f|CAS=n
granz	grant	ADJqua	NOMB.=s|GENRE=f|CAS=n|DEGRE=p
torbe	torbe2	NOMcom	NOMB.=s|GENRE=f|CAS=r
de	de	PRE	MORPH=empty
genz	gent1	NOMcom	NOMB.=p|GENRE=f|CAS=r
del	de+le	PRE.DETdef	NOMB.=s|GENRE=m|CAS=r
siecle	siecle	NOMcom	NOMB.=s|GENRE=m|CAS=r
estoient	estre1	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=p
defors	defors	PRE	MORPH=empty
les	le	DETdef	NOMB.=p|GENRE=f|CAS=r
huis	uis	NOMcom	NOMB.=p|GENRE=f|CAS=r
et	et	CONcoo	MORPH=empty
si	si	ADVgen	DEGRE=-
prooient	proiier	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=p
molt	mout	ADVgen	DEGRE=s
que	que4	CONsub	MORPH=empty
l	le	OUT	MORPH=empty
'	'	PONfbl	MORPH=empty
en	on	PROind	NOMB.=s|GENRE=n|CAS=n
les	il	PROper	PERS.=3|NOMB.=p|GENRE=m|CAS=r
lessast	laissier	VERcjg	MODE=sub|TEMPS=ipf|PERS.=3|NOMB.=s
ensamble	ensemble	ADVgen	DEGRE=-
o	o4	PRE	MORPH=empty
nous	nos1	PROper	PERS.=1|NOMB.=p|GENRE=m|CAS=i
entrer	entrer	VERinf	NOMB.=x|GENRE=x|CAS=x
por	por2	PRE	MORPH=empty
oïr	öir	VERinf	NOMB.=x|GENRE=x|CAS=x
les	le	DETdef	NOMB.=p|GENRE=f|CAS=r
seintes	saint	ADJqua	NOMB.=p|GENRE=f|CAS=r|DEGRE=p
paroles	parole	NOMcom	NOMB.=p|GENRE=f|CAS=r
,	,	PONfbl	MORPH=empty
mes	mais1	CONcoo	MORPH=empty
nos	nos1	PROper	PERS.=1|NOMB.=p|GENRE=m|CAS=n
n	ne1	ADVneg	MORPH=empty
'	'	PONfbl	MORPH=empty
eümes	avoir	VERcjg	MODE=ind|TEMPS=psp|PERS.=1|NOMB.=p
mie	mie	ADVneg	MORPH=empty
conseil	conseil	NOMcom	NOMB.=s|GENRE=m|CAS=r
qe	que4	CONsub	MORPH=empty
nos	nos1	PROper	PERS.=1|NOMB.=p|GENRE=m|CAS=n
les	il	PROper	PERS.=3|NOMB.=p|GENRE=m|CAS=r
i	i2	PROadv	MORPH=empty
lessissons	laissier	VERcjg	MODE=sub|TEMPS=ipf|PERS.=1|NOMB.=p
fors	fors1	ADVgen	DEGRE=-
seulement	solement	ADVgen	DEGRE=-
deus	deus	ADJcar	NOMB.=p|GENRE=m|CAS=r|DEGRE=p
,	,	PONfbl	MORPH=empty
Eucherium	Eucherius	NOMpro	NOMB.=s|GENRE=m|CAS=r
et	et	CONcoo	MORPH=empty
Celsum	Celsus	NOMpro	NOMB.=s|GENRE=m|CAS=r
qi	que2	PROrel	NOMB.=p|GENRE=m|CAS=n
conceles	consule	NOMcom	NOMB.=p|GENRE=m|CAS=n
estoient	estre1	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=p
.	.	PONfrt	MORPH=empty
Tuit	tot	DETind	NOMB.=p|GENRE=m|CAS=n
li	le	DETdef	NOMB.=p|GENRE=m|CAS=n
autre	autre	PROind	NOMB.=p|GENRE=m|CAS=n
si	si	ADVgen	DEGRE=-
furent	estre1	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=p
mis	metre2	VERppe	NOMB.=p|GENRE=m|CAS=n
arriere	ariere	ADVgen	DEGRE=-
.	.	PONfrt	MORPH=empty
Dont	dont	ADVgen	DEGRE=-
nos	nos1	PROper	PERS.=1|NOMB.=p|GENRE=m|CAS=n
asseïmes	asseoir	VERcjg	MODE=ind|TEMPS=psp|PERS.=2|NOMB.=p
entor	entor	PRE	MORPH=empty
Gallum	Gallus	NOMpro	NOMB.=s|GENRE=m|CAS=r
qui	que2	PROrel	NOMB.=s|GENRE=m|CAS=n
ensint	ainsi	ADVgen	DEGRE=-
commença	comencier	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
sa	son4	DETpos	PERS.=3|NOMB.=s|GENRE=f|CAS=r
parole	parole	NOMcom	NOMB.=s|GENRE=f|CAS=r
:	:	PONfbl	MORPH=empty
Biaus	bel1	ADJqua	NOMB.=p|GENRE=m|CAS=n|DEGRE=p
signeur	seignor	NOMcom	NOMB.=p|GENRE=m|CAS=n
,	,	PONfbl	MORPH=empty
fet	faire	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
Gallus	Gallus	NOMpro	NOMB.=s|GENRE=m|CAS=n
,	,	PONfbl	MORPH=empty
vos	vos	PROper	PERS.=2|NOMB.=p|GENRE=m|CAS=i
estes	estre1	VERcjg	MODE=ind|TEMPS=pst|PERS.=2|NOMB.=p
ci	ci	ADVgen	DEGRE=-
assamblé	assembler	VERppe	NOMB.=p|GENRE=m|CAS=n
por	por2	PRE	MORPH=empty
moi	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=i
oïr	öir	VERinf	NOMB.=x|GENRE=x|CAS=x
conter	conter	VERinf	NOMB.=x|GENRE=x|CAS=x
et	et	CONcoo	MORPH=empty
dire	dire	VERinf	NOMB.=x|GENRE=x|CAS=x
les	le	DETdef	NOMB.=p|GENRE=f|CAS=r
vertuz	vertu	NOMcom	NOMB.=p|GENRE=f|CAS=r
de	de	PRE	MORPH=empty
seint	saint	ADJqua	NOMB.=s|GENRE=m|CAS=r|DEGRE=p
Martin	Martin	NOMpro	NOMB.=s|GENRE=m|CAS=r
,	,	PONfbl	MORPH=empty
mes	mais1	CONcoo	MORPH=empty
bien	bien1	ADVgen	DEGRE=p
sachiez	sachier2	VERcjg	MODE=imp|PERS.=2|NOMB.=p
qe	que4	CONsub	MORPH=empty
je	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=n
ne	ne1	ADVneg	MORPH=empty
vos	vos	PROper	PERS.=2|NOMB.=p|GENRE=m|CAS=i
en	en2	PROadv	MORPH=empty
dirai	dire	VERcjg	MODE=ind|TEMPS=fut|PERS.=1|NOMB.=s
mie	mie	ADVneg	MORPH=empty
ce	ce1	PROdem	NOMB.=s|GENRE=n|CAS=r
qe	que4	CONsub	MORPH=empty
je	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=n
vos	vos	PROper	PERS.=2|NOMB.=p|GENRE=m|CAS=i
en	en2	PROadv	MORPH=empty
diz	dire	VERcjg	MODE=ind|TEMPS=psp|PERS.=1|NOMB.=s
ier	ier	ADVgen	DEGRE=-
et	et	CONcoo	MORPH=empty
Postumiens	Postumien	NOMpro	NOMB.=s|GENRE=m|CAS=n
atent	atendre	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
a	a3	PRE	MORPH=empty
escouter	escouter	VERinf	NOMB.=x|GENRE=x|CAS=x
noveles	novel	ADJqua	NOMB.=p|GENRE=f|CAS=r|DEGRE=p
choses	chose	NOMcom	NOMB.=p|GENRE=f|CAS=r
et	et	CONcoo	MORPH=empty
je	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=n
li	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=i
voeil	voloir	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=s
dire	dire	VERinf	NOMB.=x|GENRE=x|CAS=x
les	le	DETdef	NOMB.=p|GENRE=f|CAS=r
oevres	uevre	NOMcom	NOMB.=p|GENRE=f|CAS=r
si	si	ADVgen	DEGRE=-
com	come1	CONsub	MORPH=empty
eles	il	PROper	PERS.=3|NOMB.=p|GENRE=f|CAS=n
avindrent	avenir	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=p
,	,	PONfbl	MORPH=empty
por	por2	PRE	MORPH=empty
ce	ce1	PROdem	NOMB.=s|GENRE=n|CAS=r
q	que4	CONsub	MORPH=empty
'	'	PONfbl	MORPH=empty
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n
anoncie	anoncier	VERcjg	MODE=sub|TEMPS=pst|PERS.=3|NOMB.=s
et	et	CONcoo	MORPH=empty
die	dire	VERcjg	MODE=sub|TEMPS=pst|PERS.=3|NOMB.=s
les	le	DETdef	NOMB.=p|GENRE=f|CAS=r
choses	chose	NOMcom	NOMB.=p|GENRE=f|CAS=r
en	en1	PRE	MORPH=empty
Orient	orïent	NOMpro	NOMB.=s|GENRE=m|CAS=r
a	a3	PRE	MORPH=empty
ceus	cel	PROdem	NOMB.=p|GENRE=m|CAS=r
qi	que2	PROrel	NOMB.=p|GENRE=m|CAS=n
i	i2	PROadv	MORPH=empty
sont	estre1	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=p
et	et	CONcoo	MORPH=empty
habitent	abiter	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=p
,	,	PONfbl	MORPH=empty
qe	que4	CONsub	MORPH=empty
nus	nul	PROind	NOMB.=s|GENRE=m|CAS=n
ne	ne1	ADVneg	MORPH=empty
s	soi1	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r
'	'	PONfbl	MORPH=empty
en	en2	PROadv	MORPH=empty
puet	pöoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
comparer	comparer1	VERinf	NOMB.=x|GENRE=x|CAS=x
ne	ne2	CONcoo	MORPH=empty
ne	ne1	ADVneg	MORPH=empty
doit	devoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
a	a3	PRE	MORPH=empty
seint	saint	ADJqua	NOMB.=s|GENRE=m|CAS=r|DEGRE=p
Martin	Martin	NOMpro	NOMB.=s|GENRE=m|CAS=r
.	.	PONfrt	MORPH=empty
Or	or4	ADVgen	DEGRE=-
voudrai	voloir	VERcjg	MODE=ind|TEMPS=fut|PERS.=1|NOMB.=s
comencier	comencier	VERinf	NOMB.=x|GENRE=x|CAS=x
et	et	CONcoo	MORPH=empty
dire	dire	VERinf	NOMB.=x|GENRE=x|CAS=x
.	.	PONfrt	MORPH=empty
En	en1	PRE	MORPH=empty
la	le	DETdef	NOMB.=s|GENRE=f|CAS=r
cité	cité	NOMcom	NOMB.=s|GENRE=f|CAS=r
de	de	PRE	MORPH=empty
Chartres	Chartres	NOMpro	NOMB.=s|GENRE=f|CAS=r
avint	avenir	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
un	un	DETndf	NOMB.=s|GENRE=m|CAS=r
jor	jor	NOMcom	NOMB.=s|GENRE=m|CAS=r
qe	que4	CONsub	MORPH=empty
nos	nos1	PROper	PERS.=1|NOMB.=p|GENRE=m|CAS=n
i	i2	PROadv	MORPH=empty
estions	estre1	VERcjg	MODE=ind|TEMPS=ipf|PERS.=1|NOMB.=p
q	que4	CONsub	MORPH=empty
'	'	PONfbl	MORPH=empty
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n
i	i2	PROadv	MORPH=empty
avoit	avoir	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=s
une	un	DETndf	NOMB.=s|GENRE=f|CAS=r
damoisele	damoisele	NOMcom	NOMB.=s|GENRE=f|CAS=r
de	de	PRE	MORPH=empty
.	.	PONfrt	MORPH=empty
.	.	PONfrt	MORPH=empty
anz	an	NOMcom	NOMB.=p|GENRE=m|CAS=r
qui	que2	PROrel	NOMB.=s|GENRE=m|CAS=n
estoit	estre1	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=s
mue	müet	ADJqua	NOMB.=s|GENRE=f|CAS=n|DEGRE=p
,	,	PONfbl	MORPH=empty
tresce	très	ADVgen	DEGRE=-
q	que4	CONsub	MORPH=empty
'	'	PONfbl	MORPH=empty
ele	il	PROper	PERS.=3|NOMB.=s|GENRE=f|CAS=n
nee	naistre	VERppe	NOMB.=s|GENRE=f|CAS=n
estoit	estre1	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=s
.	.	PONfrt	MORPH=empty
Cele	cel	PROdem	NOMB.=s|GENRE=f|CAS=r
i	i2	PROadv	MORPH=empty
amena	amener	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
ses	son4	DETpos	PERS.=3|NOMB.=s|GENRE=m|CAS=n
peres	pere	NOMcom	NOMB.=s|GENRE=m|CAS=n
au	a3+le	PRE.DETdef	NOMB.=s|GENRE=m|CAS=r
seint	saint	ADJqua	NOMB.=s|GENRE=m|CAS=r|DEGRE=p
home	ome	NOMcom	NOMB.=s|GENRE=m|CAS=r
et	et	CONcoo	MORPH=empty
si	si	ADVgen	DEGRE=-
li	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=i
conmença	comencier	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
a	a3	PRE	MORPH=empty
proier	priier	VERinf	NOMB.=x|GENRE=x|CAS=x
q	que4	CONsub	MORPH=empty
'	'	PONfbl	MORPH=empty
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n
li	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=i
desliast	desliier	VERcjg	MODE=sub|TEMPS=ipf|PERS.=3|NOMB.=s
sa	son4	DETpos	PERS.=3|NOMB.=s|GENRE=f|CAS=r
langue	langue1	NOMcom	NOMB.=s|GENRE=f|CAS=r
si	si	ADVgen	DEGRE=-
qe	que4	CONsub	MORPH=empty
elle	il	PROper	PERS.=3|NOMB.=s|GENRE=f|CAS=n
revist	vëoir	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
sa	son4	DETpos	PERS.=3|NOMB.=s|GENRE=f|CAS=r
parole	parole	NOMcom	NOMB.=s|GENRE=f|CAS=r
.	.	PONfrt	MORPH=empty
Seinz	saint	ADJqua	NOMB.=s|GENRE=m|CAS=n|DEGRE=p
Martins	Martin	NOMpro	NOMB.=s|GENRE=m|CAS=n
respondi	respondre1	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
au	a3+le	PRE.DETdef	NOMB.=s|GENRE=m|CAS=r
boen	bon	ADJqua	NOMB.=s|GENRE=m|CAS=r|DEGRE=p
home	ome	NOMcom	NOMB.=s|GENRE=m|CAS=r
et	et	CONcoo	MORPH=empty
dist	dire	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
q	que4	CONsub	MORPH=empty
'	'	PONfbl	MORPH=empty
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n
n	ne1	ADVneg	MORPH=empty
'	'	PONfbl	MORPH=empty
estoit	estre1	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=s
mie	mie	ADVneg	MORPH=empty
dignes	digne	ADJqua	NOMB.=s|GENRE=m|CAS=n|DEGRE=p
de	de	PRE	MORPH=empty
fere	faire	VERinf	NOMB.=x|GENRE=x|CAS=x
si	si	ADVgen	DEGRE=-
haute	haut	ADJqua	NOMB.=s|GENRE=f|CAS=r|DEGRE=p
oevre	uevre	NOMcom	NOMB.=s|GENRE=f|CAS=r
,	,	PONfbl	MORPH=empty
mes	mais1	CONcoo	MORPH=empty
a	a3	PRE	MORPH=empty
.	.	PONfrt	MORPH=empty
.	.	PONfrt	MORPH=empty
evesqes	evesque	NOMcom	NOMB.=p|GENRE=m|CAS=r
qi	que2	PROrel	NOMB.=p|GENRE=m|CAS=n
estoient	estre1	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=p
iluec	iluec	ADVgen	DEGRE=-
assamblé	assembler	VERppe	NOMB.=p|GENRE=m|CAS=n
o	o4	PRE	MORPH=empty
lui	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=i
dont	dont	PROrel	NOMB.=s|GENRE=m|CAS=i
li	le	DETdef	NOMB.=s|GENRE=m|CAS=n
uns	un	PROind	NOMB.=s|GENRE=m|CAS=n
avoit	avoir	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=s
non	nom	NOMcom	NOMB.=s|GENRE=m|CAS=r
Valentiniens	Valentinien	NOMpro	NOMB.=s|GENRE=m|CAS=r
et	et	CONcoo	MORPH=empty
li	le	DETdef	NOMB.=s|GENRE=m|CAS=n
autres	autre	ADJind	NOMB.=s|GENRE=m|CAS=n
Victricus	Victricus	NOMpro	NOMB.=s|GENRE=m|CAS=n
proiast	priier	VERcjg	MODE=sub|TEMPS=ipf|PERS.=3|NOMB.=s
et	et	CONcoo	MORPH=empty
reqeïst	requerre	VERcjg	MODE=sub|TEMPS=ipf|PERS.=3|NOMB.=s
ceste	cest	DETdem	NOMB.=s|GENRE=f|CAS=r
chose	chose	NOMcom	NOMB.=s|GENRE=f|CAS=r
.	.	PONfrt	MORPH=empty
Qant	cant1	CONsub	MORPH=empty
ce	ce1	PROdem	NOMB.=s|GENRE=n|CAS=r
oïrent	öir	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=p
li	le	DETdef	NOMB.=p|GENRE=m|CAS=n
evesqe	evesque	NOMcom	NOMB.=p|GENRE=m|CAS=n
,	,	PONfbl	MORPH=empty
il	il	PROper	PERS.=3|NOMB.=p|GENRE=m|CAS=n
li	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=i
comencierent	comencier	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=p
a	a3	PRE	MORPH=empty
proier	priier	VERinf	NOMB.=x|GENRE=x|CAS=x
par	par	PRE	MORPH=empty
douce	douz	ADJqua	NOMB.=s|GENRE=f|CAS=r|DEGRE=p
parole	parole	NOMcom	NOMB.=s|GENRE=f|CAS=r
ensamble	ensemble	ADVgen	DEGRE=-
o	o4	PRE	MORPH=empty
le	le	DETdef	NOMB.=s|GENRE=m|CAS=r
pere	pere	NOMcom	NOMB.=s|GENRE=m|CAS=r
de	de	PRE	MORPH=empty
la	le	DETdef	NOMB.=s|GENRE=f|CAS=r
pucele	pucele	NOMcom	NOMB.=s|GENRE=f|CAS=r
q	que2	PROrel	NOMB.=s|GENRE=f|CAS=r
'	'	PONfbl	MORPH=empty
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n
feïst	faire	VERcjg	MODE=sub|TEMPS=ipf|PERS.=3|NOMB.=s
ce	ce1	PROdem	NOMB.=s|GENRE=n|CAS=r
q	que4	CONsub	MORPH=empty
'	'	PONfbl	MORPH=empty
il	il	PROper	PERS.=3|NOMB.=p|GENRE=m|CAS=n
li	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=i
requeroient	requerre	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=p
.	.	PONfrt	MORPH=empty
Li	le	DETdef	NOMB.=s|GENRE=m|CAS=n
seinz	saint	ADJqua	NOMB.=s|GENRE=m|CAS=n|DEGRE=p
hom	ome	NOMcom	NOMB.=s|GENRE=m|CAS=n
n	ne1	ADVneg	MORPH=empty
'	'	PONfbl	MORPH=empty
atarja	atargier	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
mie	mie	ADVneg	MORPH=empty
,	,	PONfbl	MORPH=empty
einz	ainz	ADVgen	DEGRE=-
comanda	comander	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
qe	que4	CONsub	MORPH=empty
l	le	OUT	MORPH=empty
'	'	PONfbl	MORPH=empty
en	on	PROind	NOMB.=s|GENRE=n|CAS=n
meïst	metre2	VERcjg	MODE=sub|TEMPS=ipf|PERS.=3|NOMB.=s
arriere	ariere	ADVgen	DEGRE=-
la	le	DETdef	NOMB.=s|GENRE=f|CAS=r
grant	grant	ADJqua	NOMB.=s|GENRE=f|CAS=r|DEGRE=p
presse	presse	NOMcom	NOMB.=s|GENRE=f|CAS=r
des	de+le	PRE.DETdef	NOMB.=p|GENRE=m|CAS=r
genz	gent1	NOMcom	NOMB.=p|GENRE=f|CAS=r
qui	que2	PROrel	NOMB.=p|GENRE=f|CAS=n
la	là	ADVgen	DEGRE=-
estoient	estre1	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=p
assamblez	assembler	VERppe	NOMB.=p|GENRE=f|CAS=n
.	.	PONfrt	MORPH=empty
Qant	cant1	CONsub	MORPH=empty
ce	ce1	PROdem	NOMB.=s|GENRE=n|CAS=r
fu	estre1	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
fet	faire	VERppe	NOMB.=s|GENRE=n|CAS=r
,	,	PONfbl	MORPH=empty
n	ne1	ADVneg	MORPH=empty
'	'	PONfbl	MORPH=empty
i	i2	PROadv	MORPH=empty
demora	demorer	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
plus	plus	ADVgen	DEGRE=c
ensamble	ensemble	ADVgen	DEGRE=-
o	o4	PRE	MORPH=empty
lui	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=i
qe	que4	CONsub	MORPH=empty
li	le	DETdef	NOMB.=s|GENRE=m|CAS=n
dui	deus	ADJcar	NOMB.=p|GENRE=m|CAS=n
evesqe	evesque	NOMcom	NOMB.=p|GENRE=m|CAS=n
et	et	CONcoo	MORPH=empty
li	le	DETdef	NOMB.=s|GENRE=m|CAS=n
peres	pere	NOMcom	NOMB.=s|GENRE=m|CAS=n
a	a3	PRE	MORPH=empty
la	le	DETdef	NOMB.=s|GENRE=f|CAS=r
demoisele	damoisele	NOMcom	NOMB.=s|GENRE=f|CAS=r
.	.	PONfrt	MORPH=empty
Dont	dont	ADVgen	DEGRE=-
se	soi1	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r
coucha	couchier	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
li	le	DETdef	NOMB.=s|GENRE=m|CAS=n
seinz	saint	ADJqua	NOMB.=s|GENRE=m|CAS=n|DEGRE=p
hom	ome	NOMcom	NOMB.=s|GENRE=m|CAS=n
en	en1	PRE	MORPH=empty
orissons	oraison	NOMcom	NOMB.=p|GENRE=f|CAS=r
si	si	ADVgen	DEGRE=-
com	come1	CONsub	MORPH=empty
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n
soloit	soloir	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=s
fere	faire	VERinf	NOMB.=x|GENRE=x|CAS=x
.	.	PONfrt	MORPH=empty
Qant	cant1	CONsub	MORPH=empty
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n
ot	avoir	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
s	son4	DETpos	PERS.=3|NOMB.=s|GENRE=f|CAS=r
'	'	PONfbl	MORPH=empty
orisson	oraison	NOMcom	NOMB.=s|GENRE=f|CAS=r
finee	finer	VERppe	NOMB.=s|GENRE=f|CAS=r
,	,	PONfbl	MORPH=empty
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n
demanda	demander	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
un	un	DETndf	NOMB.=s|GENRE=m|CAS=r
pou	poi	NOMcom	NOMB.=s|GENRE=m|CAS=r
d	de	PRE	MORPH=empty
'	'	PONfbl	MORPH=empty
uile	uile	NOMcom	NOMB.=s|GENRE=f|CAS=r
,	,	PONfbl	MORPH=empty
si	si	ADVgen	DEGRE=-
la	il	PROper	PERS.=3|NOMB.=s|GENRE=f|CAS=r
beneï	benëir	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
et	et	CONcoo	MORPH=empty
puis	puis	ADVgen	DEGRE=-
en	en2	PROadv	MORPH=empty
mist	metre2	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
en	en1	PRE	MORPH=empty
la	le	DETdef	NOMB.=s|GENRE=f|CAS=r
bouche	boche	NOMcom	NOMB.=s|GENRE=f|CAS=r
de	de	PRE	MORPH=empty
la	le	DETdef	NOMB.=s|GENRE=f|CAS=r
pucele	pucele	NOMcom	NOMB.=s|GENRE=f|CAS=r
a	a3	PRE	MORPH=empty
son	son4	DETpos	PERS.=3|NOMB.=s|GENRE=m|CAS=r
doit	doi	NOMcom	NOMB.=s|GENRE=m|CAS=r
.	.	PONfrt	MORPH=empty
Dont	dont	ADVgen	DEGRE=-
li	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=i
demanda	demander	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
le	le	DETdef	NOMB.=s|GENRE=m|CAS=r
non	nom	NOMcom	NOMB.=s|GENRE=m|CAS=r
son	son4	DETpos	PERS.=3|NOMB.=s|GENRE=m|CAS=r
pere	pere	NOMcom	NOMB.=s|GENRE=m|CAS=r
.	.	PONfrt	MORPH=empty
Et	et	CONcoo	MORPH=empty
cele	cel	PROdem	NOMB.=s|GENRE=f|CAS=n
respondi	respondre1	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
isnelement	isnelement	ADVgen	DEGRE=-
et	et	CONcoo	MORPH=empty
puis	puis	ADVgen	DEGRE=-
comença	comencier	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
a	a3	PRE	MORPH=empty
crier	crïer2	VERinf	NOMB.=x|GENRE=x|CAS=x
tot	tot	PROind	NOMB.=s|GENRE=m|CAS=r
em	en1	PRE	MORPH=empty
plorant	plorer	VERppa	NOMB.=x|GENRE=x|CAS=x
de	de	PRE	MORPH=empty
joie	joie	NOMcom	NOMB.=s|GENRE=f|CAS=r
et	et	CONcoo	MORPH=empty
li	le	DETdef	NOMB.=s|GENRE=m|CAS=n
peres	pere	NOMcom	NOMB.=s|GENRE=m|CAS=n
por	por2	PRE	MORPH=empty
ce	ce1	PROdem	NOMB.=s|GENRE=n|CAS=r
qe	que4	CONsub	MORPH=empty
ce	ce1	PROdem	NOMB.=s|GENRE=n|CAS=r
estoit	estre1	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=s
la	le	DETdef	NOMB.=s|GENRE=f|CAS=n
premereine	premerain	ADJord	NOMB.=s|GENRE=f|CAS=n
voiz	voiz	NOMcom	NOMB.=s|GENRE=f|CAS=n
q	que4	CONsub	MORPH=empty
'	'	PONfbl	MORPH=empty
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n
avoit	avoir	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=s
de	de	PRE	MORPH=empty
sa	son4	DETpos	PERS.=3|NOMB.=s|GENRE=f|CAS=r
fille	fille	NOMcom	NOMB.=s|GENRE=f|CAS=r
onqes	onque	ADVneg	MORPH=empty
oïe	öir	VERppe	NOMB.=s|GENRE=f|CAS=r
mes	mais1	ADVneg	MORPH=empty
.	.	PONfrt	MORPH=empty
Lors	lors	ADVgen	DEGRE=-
se	soi1	PROper	PERS.=3|NOMB.=p|GENRE=m|CAS=r
